"Chromosome","Start","End","Gene"
"6",60643956,60643956,"Gene_36071"
"4",192062158,192062158,"Gene_36072"
"17",27383108,27383108,"Gene_36073"
"9",14821439,294296628,"Gene_36074"
"4",273098349,273098349,"Gene_36075"
"14",5858498,289257559,"Gene_36076"
"6",638394,145609578,"Gene_36077"
"4",187439959,187439959,"Gene_36078"
"10",174477038,174477038,"Gene_36079"
"10",141713067,141713067,"Gene_36080"
"5",117546752,117546752,"Gene_36081"
"8",203117219,221107386,"Gene_36082"
"4",131375153,242169103,"Gene_36083"
"6",251168129,251168129,"Gene_36084"
"15",156953875,156953875,"Gene_36085"
"5",83196987,274340484,"Gene_36086"
"9",227113149,281951217,"Gene_36087"
"4",263044746,263044746,"Gene_36088"
"12",169813539,169813539,"Gene_36089"
"9",190892586,190892586,"Gene_36090"
"1",126331957,136701691,"Gene_36091"
"3",128170929,128170929,"Gene_36092"
"9",241399612,280635304,"Gene_36093"
"14",70270757,215719809,"Gene_36094"
"13",208044520,212167221,"Gene_36095"
"4",289418325,289418325,"Gene_36096"
"Y",1429243,105490697,"Gene_36097"
"13",182531091,182531091,"Gene_36098"
"18",254890017,264043270,"Gene_36099"
"8",58984739,58984739,"Gene_36100"
"X",96129204,271312068,"Gene_36101"
"7",84651205,199669108,"Gene_36102"
"10",53581920,258841338,"Gene_36103"
"14",155311805,155311805,"Gene_36104"
"3",110975406,110975406,"Gene_36105"
"15",44833032,99903731,"Gene_36106"
"11",294156712,294156712,"Gene_36107"
"5",8364378,177018067,"Gene_36108"
"Y",178979844,178979844,"Gene_36109"
"9",38618092,242810697,"Gene_36110"
"X",77395919,271629364,"Gene_36111"
"18",98962592,113353192,"Gene_36112"
"17",294377662,294377662,"Gene_36113"
"1",93382924,274633923,"Gene_36114"
"7",274491096,274491096,"Gene_36115"
"7",77350127,97096771,"Gene_36116"
"5",192298997,192298997,"Gene_36117"
"2",174507940,174507940,"Gene_36118"
"4",171423820,171423820,"Gene_36119"
"X",272229407,272229407,"Gene_36120"
"13",146124769,146124769,"Gene_36121"
"11",286223676,286223676,"Gene_36122"
"14",82670762,181782779,"Gene_36123"
"18",85640002,108807871,"Gene_36124"
"4",57336224,181011224,"Gene_36125"
"8",119115139,119115139,"Gene_36126"
"8",124033878,157662671,"Gene_36127"
"7",221760323,221760323,"Gene_36128"
"3",198643751,198643751,"Gene_36129"
"Y",229740370,229740370,"Gene_36130"
"4",134822109,164083064,"Gene_36131"
"9",224721029,224721029,"Gene_36132"
"11",252637091,252637091,"Gene_36133"
"17",272535593,272535593,"Gene_36134"
"18",286943189,286943189,"Gene_36135"
"5",274579765,274579765,"Gene_36136"
"8",114823533,114823533,"Gene_36137"
"2",122013905,122013905,"Gene_36138"
"2",161160146,228521276,"Gene_36139"
"6",170966026,179605389,"Gene_36140"
"4",216664074,216664074,"Gene_36141"
"8",212554459,265187212,"Gene_36142"
"15",230606695,281997496,"Gene_36143"
"7",248846596,248846596,"Gene_36144"
"14",102331874,102331874,"Gene_36145"
"13",200302802,200302802,"Gene_36146"
"X",195761603,195761603,"Gene_36147"
"9",184175699,184175699,"Gene_36148"
"18",84357394,84357394,"Gene_36149"
"12",8163583,192400271,"Gene_36150"
"4",99803328,99803328,"Gene_36151"
"9",69635775,221891470,"Gene_36152"
"Y",206061061,206061061,"Gene_36153"
"6",175361683,175361683,"Gene_36154"
"3",210929979,210929979,"Gene_36155"
"15",254672947,254672947,"Gene_36156"
"13",174205149,174205149,"Gene_36157"
"4",72090979,247947456,"Gene_36158"
"8",98340419,259059757,"Gene_36159"
"11",174003238,174003238,"Gene_36160"
"14",198440333,252825607,"Gene_36161"
"15",228813183,240893738,"Gene_36162"
"9",75280813,262170681,"Gene_36163"
"18",9982080,257943325,"Gene_36164"
"9",162394433,275830201,"Gene_36165"
"3",255699881,282050406,"Gene_36166"
"11",248799154,248799154,"Gene_36167"
"13",22861398,167525082,"Gene_36168"
"5",16435723,261069750,"Gene_36169"
"5",151067318,225015886,"Gene_36170"
"14",121912388,294096612,"Gene_36171"
"2",142337760,209282730,"Gene_36172"
"4",143981978,143981978,"Gene_36173"
"4",158621230,275118580,"Gene_36174"
"14",251814016,251814016,"Gene_36175"
"5",187570517,187570517,"Gene_36176"
"18",163531839,286027399,"Gene_36177"
"1",219805672,219805672,"Gene_36178"
"10",91875290,282888886,"Gene_36179"
"8",268074958,268074958,"Gene_36180"
"X",260208621,260208621,"Gene_36181"
"6",198903345,198903345,"Gene_36182"
"18",161845041,161845041,"Gene_36183"
"11",153883576,153883576,"Gene_36184"
"11",35710876,234604541,"Gene_36185"
"14",45903751,87426881,"Gene_36186"
"X",260590664,260590664,"Gene_36187"
"5",164479832,183645669,"Gene_36188"
"16",208090837,208090837,"Gene_36189"
"15",225225000,225225000,"Gene_36190"
"8",166659777,283944806,"Gene_36191"
"12",206128054,206128054,"Gene_36192"
"12",57652133,94769278,"Gene_36193"
"5",219630498,292937471,"Gene_36194"
"17",227985613,227985613,"Gene_36195"
"18",245596860,245596860,"Gene_36196"
"17",227451359,280273020,"Gene_36197"
"10",223715611,223715611,"Gene_36198"
"8",14748916,47999514,"Gene_36199"
"3",245909234,245909234,"Gene_36200"
"11",141562125,196199827,"Gene_36201"
"4",70411419,70411419,"Gene_36202"
"4",132262523,220163693,"Gene_36203"
"16",134139779,211555917,"Gene_36204"
"Y",246228958,246228958,"Gene_36205"
"5",70731585,245896258,"Gene_36206"
"16",76520890,101577471,"Gene_36207"
"13",13210458,77391391,"Gene_36208"
"13",220407156,279093997,"Gene_36209"
"18",176038084,249540893,"Gene_36210"
"1",294859195,294859195,"Gene_36211"
"5",52284438,90386260,"Gene_36212"
"7",118770073,118770073,"Gene_36213"
"1",74579320,185075369,"Gene_36214"
"7",131390322,186518326,"Gene_36215"
"16",134737364,209220465,"Gene_36216"
"12",216471818,216471818,"Gene_36217"
"X",40011400,276104757,"Gene_36218"
"8",163596349,223254201,"Gene_36219"
"9",254665424,254665424,"Gene_36220"
"15",190711988,212162350,"Gene_36221"
"7",38596036,266672375,"Gene_36222"
"16",143862693,143862693,"Gene_36223"
"10",295259974,295259974,"Gene_36224"
"3",60639735,60639735,"Gene_36225"
"15",264322189,264322189,"Gene_36226"
"7",187046178,225741849,"Gene_36227"
"Y",31141683,59270719,"Gene_36228"
"3",132062886,132062886,"Gene_36229"
"3",116015909,116015909,"Gene_36230"
"Y",230122523,251454608,"Gene_36231"
"X",225443619,225443619,"Gene_36232"
"9",102290709,186106149,"Gene_36233"
"Y",47903189,47903189,"Gene_36234"
"3",100672555,219311954,"Gene_36235"
"16",138447160,138447160,"Gene_36236"
"7",293108137,293108137,"Gene_36237"
"10",207616242,293507680,"Gene_36238"
"4",164177188,225570538,"Gene_36239"
"Y",255659705,255659705,"Gene_36240"
"X",262798024,262798024,"Gene_36241"
"10",103662217,103662217,"Gene_36242"
"4",131801915,131801915,"Gene_36243"
"14",227629796,227629796,"Gene_36244"
"Y",130718813,130718813,"Gene_36245"
"17",262811226,262811226,"Gene_36246"
"18",94026560,94026560,"Gene_36247"
"2",277827591,277827591,"Gene_36248"
"1",224235731,224235731,"Gene_36249"
"Y",46751604,243393347,"Gene_36250"
"16",259967037,259967037,"Gene_36251"
"2",236869921,246212688,"Gene_36252"
"16",14107021,103296125,"Gene_36253"
"13",99917181,99917181,"Gene_36254"
"15",233407258,233407258,"Gene_36255"
"2",211857980,211857980,"Gene_36256"
"9",271258507,271258507,"Gene_36257"
"8",104180091,104180091,"Gene_36258"
"10",235314718,235314718,"Gene_36259"
"16",137623707,137623707,"Gene_36260"
"14",53128479,252279093,"Gene_36261"
"11",182776363,182776363,"Gene_36262"
"4",287697256,287697256,"Gene_36263"
"2",166808640,166808640,"Gene_36264"
"6",54859089,271392375,"Gene_36265"
"7",206629867,239298964,"Gene_36266"
"6",250545198,250545198,"Gene_36267"
"2",78590389,280023047,"Gene_36268"
"14",61034168,261600717,"Gene_36269"
"X",32480622,153684734,"Gene_36270"
"14",186699762,186699762,"Gene_36271"
"X",115153269,202422038,"Gene_36272"
"14",47214206,121179575,"Gene_36273"
"Y",84969661,154894248,"Gene_36274"
"10",65822301,268318946,"Gene_36275"
"1",82408281,190122984,"Gene_36276"
"16",274566261,274566261,"Gene_36277"
"16",18180006,149243068,"Gene_36278"
"3",34799455,157363054,"Gene_36279"
"7",154625226,154625226,"Gene_36280"
"17",252014891,252014891,"Gene_36281"
"14",144186110,161602477,"Gene_36282"
"15",62072853,279620071,"Gene_36283"
"6",44794098,75874663,"Gene_36284"
"15",47866573,265679890,"Gene_36285"
"16",144777836,144777836,"Gene_36286"
"7",239070116,239070116,"Gene_36287"
"3",24178653,294887664,"Gene_36288"
"12",178823286,178823286,"Gene_36289"
"9",75947595,75947595,"Gene_36290"
"9",174856917,174856917,"Gene_36291"
"7",80694897,118458029,"Gene_36292"
"8",169750545,169750545,"Gene_36293"
"2",284606010,284606010,"Gene_36294"
"12",177264744,177264744,"Gene_36295"
"6",29826408,162747134,"Gene_36296"
"8",1137677,187092435,"Gene_36297"
"7",141036826,234366002,"Gene_36298"
"6",153113347,153113347,"Gene_36299"
"X",65504232,109192903,"Gene_36300"
"11",66900460,229078224,"Gene_36301"
"14",150604725,213794037,"Gene_36302"
"11",174299686,244713677,"Gene_36303"
"Y",186732616,186732616,"Gene_36304"
"14",254107075,254107075,"Gene_36305"
"6",135944714,159350855,"Gene_36306"
"8",75776509,195681625,"Gene_36307"
"13",215596036,215596036,"Gene_36308"
"8",177707254,177707254,"Gene_36309"
"10",162075327,162075327,"Gene_36310"
"9",91751698,254497352,"Gene_36311"
"10",156303510,215832010,"Gene_36312"
"Y",82900187,237987937,"Gene_36313"
"6",42905620,223679610,"Gene_36314"
"12",83352796,115596223,"Gene_36315"
"4",125069025,125069025,"Gene_36316"
"18",81328997,179469706,"Gene_36317"
"14",205656548,252640649,"Gene_36318"
"9",1066428,241038476,"Gene_36319"
"Y",234454108,234454108,"Gene_36320"
"15",167888774,276773552,"Gene_36321"
"10",177941570,177941570,"Gene_36322"
"1",115169126,115169126,"Gene_36323"
"4",28648752,276219986,"Gene_36324"
"8",81693080,269821587,"Gene_36325"
"2",207602868,207602868,"Gene_36326"
"2",201382340,201382340,"Gene_36327"
"10",2399438,52260847,"Gene_36328"
"5",172416311,172416311,"Gene_36329"
"3",42474816,144352973,"Gene_36330"
"17",202338247,270415332,"Gene_36331"
"1",76371145,110282106,"Gene_36332"
"X",283118985,283118985,"Gene_36333"
"9",23589771,195009098,"Gene_36334"
"12",236046869,268810788,"Gene_36335"
"9",27249909,48837147,"Gene_36336"
"14",268816024,281863022,"Gene_36337"
"Y",147455227,147455227,"Gene_36338"
"7",102982499,102982499,"Gene_36339"
"14",231969306,231969306,"Gene_36340"
"1",49387830,173453882,"Gene_36341"
"1",9339394,13139663,"Gene_36342"
"Y",111391028,240352940,"Gene_36343"
"2",7358350,175242734,"Gene_36344"
"16",73860513,73860513,"Gene_36345"
"12",155273524,245465046,"Gene_36346"
"1",216436053,216436053,"Gene_36347"
"16",116977590,188400099,"Gene_36348"
"3",69612535,133387116,"Gene_36349"
"6",132419689,132419689,"Gene_36350"
"13",34729550,178930531,"Gene_36351"
"15",101135329,101135329,"Gene_36352"
"10",119909664,247520876,"Gene_36353"
"X",42740161,75480648,"Gene_36354"
"8",273955242,273955242,"Gene_36355"
"X",22482389,253639716,"Gene_36356"
"7",137892953,259145262,"Gene_36357"
"14",293958980,293958980,"Gene_36358"
"5",233361366,233361366,"Gene_36359"
"Y",155240639,155240639,"Gene_36360"
"12",215574450,270822938,"Gene_36361"
"16",169709124,169709124,"Gene_36362"
"14",191074994,288279085,"Gene_36363"
"15",146806814,283058975,"Gene_36364"
"15",165418647,165418647,"Gene_36365"
"12",24973804,256458678,"Gene_36366"
"11",105510276,105510276,"Gene_36367"
"18",177305677,177305677,"Gene_36368"
"X",106222454,106222454,"Gene_36369"
"18",171996475,171996475,"Gene_36370"
"4",34271507,252259819,"Gene_36371"
"18",127924262,175825825,"Gene_36372"
"6",265276102,265276102,"Gene_36373"
"3",235815404,235815404,"Gene_36374"
"X",292930135,292930135,"Gene_36375"
"1",4760063,117032949,"Gene_36376"
"6",136042568,262182472,"Gene_36377"
"7",44315515,172406916,"Gene_36378"
"4",242690671,242690671,"Gene_36379"
"16",219365154,219365154,"Gene_36380"
"14",255449998,255449998,"Gene_36381"
"4",77236136,77236136,"Gene_36382"
"4",227428107,227428107,"Gene_36383"
"14",178307313,178307313,"Gene_36384"
"1",129588370,174224857,"Gene_36385"
"X",222842559,277651336,"Gene_36386"
"2",51958273,264700634,"Gene_36387"
"12",113820509,279888127,"Gene_36388"
"7",84633569,205361549,"Gene_36389"
"9",212783509,212783509,"Gene_36390"
"12",70970501,70970501,"Gene_36391"
"Y",55019797,66658362,"Gene_36392"
"18",51147556,250265648,"Gene_36393"
"Y",292448289,292448289,"Gene_36394"
"3",221942751,291523980,"Gene_36395"
"X",211778145,211778145,"Gene_36396"
"4",252179626,252179626,"Gene_36397"
"Y",135594542,201569836,"Gene_36398"
"11",146336730,146336730,"Gene_36399"
"16",102766307,141159885,"Gene_36400"
"15",53868438,70854028,"Gene_36401"
"15",291817477,291817477,"Gene_36402"
"14",70133358,100507756,"Gene_36403"
"11",259960737,259960737,"Gene_36404"
"8",12348288,72529480,"Gene_36405"
"Y",179559291,179559291,"Gene_36406"
"3",192218957,192218957,"Gene_36407"
"5",293427663,293427663,"Gene_36408"
"2",181724957,204025665,"Gene_36409"
"7",54693796,185112491,"Gene_36410"
"16",242449194,242449194,"Gene_36411"
"Y",270393746,270393746,"Gene_36412"
"17",61210141,67419318,"Gene_36413"
"15",220424158,220424158,"Gene_36414"
"6",49320326,49320326,"Gene_36415"
"6",231254568,231254568,"Gene_36416"
"14",140784985,209311815,"Gene_36417"
"13",211652405,280208757,"Gene_36418"
"17",78987982,287252724,"Gene_36419"
"16",155895869,178375116,"Gene_36420"
"11",27788896,279988175,"Gene_36421"
"X",199431164,199431164,"Gene_36422"
"11",220734333,220734333,"Gene_36423"
"8",184015458,184015458,"Gene_36424"
"X",213472546,223090227,"Gene_36425"
"9",136891974,169368676,"Gene_36426"
"2",130405999,130405999,"Gene_36427"
"8",286509597,286509597,"Gene_36428"
"17",104210094,225944344,"Gene_36429"
"5",93989376,284115749,"Gene_36430"
"15",212032289,226353191,"Gene_36431"
"3",279775249,279775249,"Gene_36432"
"Y",253350377,253350377,"Gene_36433"
"16",176382184,176382184,"Gene_36434"
"16",236363512,236363512,"Gene_36435"
"17",42802059,90670308,"Gene_36436"
"13",215138388,232393298,"Gene_36437"
"18",113566594,148006238,"Gene_36438"
"8",132142625,132142625,"Gene_36439"
"16",258671728,258671728,"Gene_36440"
"17",253356995,253356995,"Gene_36441"
"6",79617143,156138657,"Gene_36442"
"2",4350856,38871222,"Gene_36443"
"5",10782533,210308416,"Gene_36444"
"15",84161680,84161680,"Gene_36445"
"17",223800601,223800601,"Gene_36446"
"17",185486820,249216225,"Gene_36447"
"10",232688970,232688970,"Gene_36448"
"15",32476947,198954158,"Gene_36449"
"7",10715059,77309380,"Gene_36450"
"2",50546193,88391164,"Gene_36451"
"15",62585369,277041517,"Gene_36452"
"14",138138953,209710358,"Gene_36453"
"11",130238371,278213132,"Gene_36454"
"X",240231206,240231206,"Gene_36455"
"11",62211545,62211545,"Gene_36456"
"18",26046068,233154431,"Gene_36457"
"Y",4442211,4442211,"Gene_36458"
"18",223327567,247549740,"Gene_36459"
"10",201381205,201381205,"Gene_36460"
"8",17541777,181267603,"Gene_36461"
"7",29647699,153982324,"Gene_36462"
"8",49068756,160600233,"Gene_36463"
"10",121513966,121513966,"Gene_36464"
"11",294850687,294850687,"Gene_36465"
"12",187626703,187626703,"Gene_36466"
"Y",6203890,227414729,"Gene_36467"
"5",287835384,287835384,"Gene_36468"
"14",142485173,142485173,"Gene_36469"
"6",30462056,40254460,"Gene_36470"
"12",16373229,294875402,"Gene_36471"
"4",247032420,247032420,"Gene_36472"
"Y",289697272,289697272,"Gene_36473"
"4",141252093,149066842,"Gene_36474"
"9",36383977,186946302,"Gene_36475"
"18",154843821,235768403,"Gene_36476"
"9",31363101,231922954,"Gene_36477"
"15",261511036,261511036,"Gene_36478"
"Y",270084673,270084673,"Gene_36479"
"2",28964694,234060542,"Gene_36480"
"7",248092096,248092096,"Gene_36481"
"6",194020739,194020739,"Gene_36482"
"Y",234145908,234145908,"Gene_36483"
"10",227022620,232288956,"Gene_36484"
"1",81018199,197774349,"Gene_36485"
"10",227616608,265997553,"Gene_36486"
"10",166328449,166328449,"Gene_36487"
"12",11351367,11351367,"Gene_36488"
"14",59611214,100750736,"Gene_36489"
"9",117824399,254001727,"Gene_36490"
"12",218470715,218470715,"Gene_36491"
"2",198417895,198417895,"Gene_36492"
"10",139595269,230706723,"Gene_36493"
"Y",56374149,183742103,"Gene_36494"
"12",119356993,226168953,"Gene_36495"
"18",242282810,242282810,"Gene_36496"
"18",87461013,113441759,"Gene_36497"
"8",220075027,220075027,"Gene_36498"
"16",24579008,53539496,"Gene_36499"
"6",174958440,182275621,"Gene_36500"
"2",147463703,256812635,"Gene_36501"
"6",194535154,246898066,"Gene_36502"
"6",108501634,275232843,"Gene_36503"
"7",191661660,191661660,"Gene_36504"
"2",170169045,170169045,"Gene_36505"
"14",1406841,20331071,"Gene_36506"
"16",249833271,249833271,"Gene_36507"
"5",32404502,160560157,"Gene_36508"
"12",60199922,206321794,"Gene_36509"
"Y",1313234,50937948,"Gene_36510"
"17",280335811,280335811,"Gene_36511"
"15",80705628,224618727,"Gene_36512"
"6",30508660,126850359,"Gene_36513"
"5",15969477,179100740,"Gene_36514"
"5",105437654,175076877,"Gene_36515"
"5",287165447,287165447,"Gene_36516"
"Y",179085914,258374730,"Gene_36517"
"6",32773857,214921218,"Gene_36518"
"9",277157393,277157393,"Gene_36519"
"X",166723708,166723708,"Gene_36520"
"2",120387930,123169725,"Gene_36521"
"16",62915382,146296420,"Gene_36522"
"X",212823715,212823715,"Gene_36523"
"13",36268936,124573756,"Gene_36524"
"10",739406,281821043,"Gene_36525"
"7",138463261,240089556,"Gene_36526"
"15",62215607,255032482,"Gene_36527"
"17",137770235,279344005,"Gene_36528"
"7",214901605,214901605,"Gene_36529"
"11",30267295,115241817,"Gene_36530"
"15",102636226,115895029,"Gene_36531"
"10",82651497,220353571,"Gene_36532"
"Y",129754209,268567734,"Gene_36533"
"2",203421674,203421674,"Gene_36534"
"Y",96521840,96521840,"Gene_36535"
"9",98005593,292119867,"Gene_36536"
"15",237176803,237176803,"Gene_36537"
"X",279173085,279173085,"Gene_36538"
"10",22718792,78355681,"Gene_36539"
"10",12200155,129598181,"Gene_36540"
"5",207912646,226831892,"Gene_36541"
"1",215045012,215045012,"Gene_36542"
"18",70370980,70370980,"Gene_36543"
"2",186636617,188931223,"Gene_36544"
"12",121409971,127899952,"Gene_36545"
"5",127341054,294196114,"Gene_36546"
"3",64607110,139498485,"Gene_36547"
"13",194153114,194153114,"Gene_36548"
"6",167724778,167724778,"Gene_36549"
"5",73178614,143469533,"Gene_36550"
"12",70127230,198609598,"Gene_36551"
"Y",37210193,215808609,"Gene_36552"
"17",76262048,168414493,"Gene_36553"
"1",20582918,282695909,"Gene_36554"
"3",287424849,287424849,"Gene_36555"
"2",19505209,28895018,"Gene_36556"
"2",256249987,256249987,"Gene_36557"
"15",130246255,136098319,"Gene_36558"
"17",137132220,137132220,"Gene_36559"
